word,node-label
(นายเที่ยงป้าย - ADJ),pos
(แขวน - ADV),pos
(กรีดร้อง - VERB),pos
(ก่อกวน - VERB),pos
(แพลง - VERB),pos
(รัด - ADJ),pos
(เดี่ยว - VERB),pos
(จังซี - ADV),pos
(friendsssssssssss - VERB),pos
(ตบหลัง - VERB),pos
(การณ์ - VERB),pos
(เดินทอด - VERB),pos
(ก - VERB),pos
(เสียดาย - VERB),pos
(คุณโนโวเทลอาหาร - VERB),pos
(เส้นทาง - VERB),pos
(ต่ำ - VERB),pos
(อ่าว - ADJ),pos
(เกาะเรา - ADJ),pos
(ตกมัน - VERB),pos
(leis - VERB),pos
(ฆ่า - ADJ),pos
(อ่าน - ADV),pos
(ถนนบางลา - ADV),pos
(กระหึ่ม - VERB),pos
(สูด - VERB),pos
(ทราบ - ADJ),pos
(ชัดเจน - ADV),pos
(มะพร้าว - ADV),pos
(บ้าน - VERB),pos
(หาดป่า - VERB),pos
(เดิน - ADJ),pos
(บุราสัย - VERB),pos
(ตกแต่ง - VERB),pos
(ลวง - ADJ),pos
(ดื่มกิน - VERB),pos
(มากน้อย - ADV),pos
(เสื้อ - VERB),pos
(ตรู่ - VERB),pos
(รังแก - VERB),pos
(คุกคาม - VERB),pos
(งู - ADJ),pos
(คุณเผลอ - VERB),pos
(ปอเปี๊ยะเฮนน่า - VERB),pos
(ร่มร่อน - ADJ),pos
(จำหน่าย - ADV),pos
(ฟื้นฟู - VERB),pos
(นวด - ADV),pos
(ดูด - VERB),pos
(ปกติ - VERB),pos
(อดทน - ADJ),pos
(แห้ง - ADJ),pos
(เรียบง่าย - VERB),pos
(เอน - VERB),pos
(bech - VERB),pos
(ล้น - VERB),pos
(โด่งดัง - ADJ),pos
(braids - VERB),pos
(การแพทย์ - VERB),pos
(ปู - VERB),pos
(จ่าย - ADJ),pos
(เอาใจใส่ - VERB),pos
(ผูก - VERB),pos
(คุณรอ - VERB),pos
(umbrellastuk - ADV),pos
(คร่าว - ADJ),pos
(สัมผัส - ADV),pos
(โมฆะ - ADJ),pos
(กระเบน - VERB),pos
(เจ็ทสกีพาราเซล - ADJ),pos
(ย่าง - VERB),pos
(ร่มจ้าง - VERB),pos
(หาดกะรน - VERB),pos
(ยะเยือกเมื่อ - ADV),pos
(ลบ - ADJ),pos
(นายเที่ยง - VERB),pos
(ตะกอน - ADJ),pos
(เงียบสงบ - VERB),pos
(ตุ๊กตุ๊กชื่อ - VERB),pos
(คุณชอบ - VERB),pos
(ติดต่อ - ADV),pos
(เจ้าของ - ADV),pos
(ผิดพลาด - VERB),pos
(servivelevel - VERB),pos
(ราว - ADV),pos
(แผล - VERB),pos
(คุณรอด - VERB),pos
(หมุนเวียน - VERB),pos
(ป่น - VERB),pos
(กองการ - VERB),pos
(สูญเสีย - VERB),pos
(ถนนไป - VERB),pos
(กระสุน - VERB),pos
(อื้อฉาว - ADJ),pos
(ขนส่ง - VERB),pos
(แรมบุราส่า - VERB),pos
(แรมศิระแกรนด์ - VERB),pos
(ตราบ - ADJ),pos
(คริสตัล - VERB),pos
(ลาน - ADV),pos
(ปลิว - VERB),pos
(สาด - VERB),pos
(กล้า - VERB),pos
(คลื่นใต้น้ำ - VERB),pos
(Looki Looki - VERB),pos
(ดื่มด่ำ - VERB),pos
(ข้อ จำกัด - VERB),pos
(ครอก - VERB),pos
(ajae - ADJ),pos
(เข้มข้น - VERB),pos
(บรรจุ - ADJ),pos
(โบราณ - ADJ),pos
(ปา - VERB),pos
(ห้อง - VERB),pos
(แทรก - ADJ),pos
(เซฟ - VERB),pos
(ค้น - VERB),pos
(ท้อง - ADJ),pos
(ระวัง - ADJ),pos
(ตุ๊กตุ๊กจาก - VERB),pos
(สองสาม - ADJ),pos
(รัม - VERB),pos
(เท้า - VERB),pos
(ล้น - ADJ),pos
(วาด - VERB),pos
(ไฮไลต์ - VERB),pos
(ผับคลับ - VERB),pos
(เจ็บปวด - ADV),pos
(งาม - ADJ),pos
(คุณดื่ม - VERB),pos
(ติดขัด - VERB),pos
(รส - VERB),pos
(อาชีพ - VERB),pos
(อ่า - VERB),pos
(บ้า - ADJ),pos
(ไหว - VERB),pos
(เสื่อ - ADV),pos
(นอน - ADV),pos
(หลอกล่อ - ADJ),pos
(กลิ้งเวอร์ชั่น - VERB),pos
(คาดคิด - VERB),pos
(น้ำเปียก - VERB),pos
(เดินเตร่ - ADJ),pos
(ยักษ์ - ADJ),pos
(แบรนด์ - ADV),pos
(คุณดี - VERB),pos
(เปรียบเทียบ - ADV),pos
(ผัก - VERB),pos
(ไข - VERB),pos
(มาย - ADJ),pos
(พิมพ์ - VERB),pos
(เสี่ยง - VERB),pos
(สว่าง - ADJ),pos
(เช้า - ADJ),pos
(ฉีกขาด - VERB),pos
(ป้องกัน - VERB),pos
(เกาะ - VERB),pos
(ถนนบางลาระวัง - VERB),pos
(ไอศครีม - ADV),pos
(เมืองไทย - VERB),pos
(ใสพอ - ADJ),pos
(ผับ - ADV),pos
(n - VERB),pos
(บาร์ริม - VERB),pos
(ยอร์ก้า - ADJ),pos
(เปิดใจ - VERB),pos
(วิเศษ - ADV),pos
(หยาง - VERB),pos
(เยี่ยมชมชายหาด - ADV),pos
(ลบ - VERB),pos
(ไฟ - VERB),pos
(เจ็ทสกีร่อน - VERB),pos
(ดีใจ - ADJ),pos
(อุ่น - ADJ),pos
(สะสม - VERB),pos
(กะตะน้อย - VERB),pos
(คัน - VERB),pos
(แน่นอน - VERB),pos
(เยี่ยม - VERB),pos
(โทร - ADV),pos
(เจ็ด - VERB),pos
(ป่วย - VERB),pos
(แข่งขัน - ADV),pos
(ต้น - ADV),pos
(นิ่ง - VERB),pos
(สี - ADJ),pos
(มุมมอง - ADJ),pos
(เร่งรีบ - ADV),pos
(เด็ด - ADJ),pos
(การท่องเที่ยว - VERB),pos
(ยา - ADV),pos
(อ่าวมา - ADV),pos
(บาร์และ - VERB),pos
(ปลาย - VERB),pos
(กังหมิง - VERB),pos
(ยาม - ADJ),pos
(ฤดู - VERB),pos
(คุณสว่าง - VERB),pos
(ปล่อง - VERB),pos
(ผ้า - VERB),pos
(คาบาเร่ต์ - VERB),pos
(สลับ - VERB),pos
(แก้ว - ADJ),pos
(ลาดตระเวน - ADV),pos
(กัว - VERB),pos
(คละเคล้า - VERB),pos
(โก่ง - ADV),pos
(บำรุงรักษา - VERB),pos
(แอ็คชั่น - ADJ),pos
(เที่ยงคืน - VERB),pos
(เคลื่อน - VERB),pos
(aaa - VERB),pos
(ลาย - VERB),pos
(แรมโรงแรม - VERB),pos
(ๆ น้อย - ADJ),pos
(กม - VERB),pos
(นุ่ม - VERB),pos
(คูตา - VERB),pos
(วิวทะเล - VERB),pos
(ofcourse - ADJ),pos
(ดื่ม - VERB),pos
(เมืองหาดป่า - ADV),pos
(เดา - ADJ),pos
(หัก - VERB),pos
(แขนง - VERB),pos
(ซ่อน - ADV),pos
(คุณขาว - VERB),pos
(ชุบ - VERB),pos
(หยุดยั้ง - VERB),pos
(มังสวิรัติ - VERB),pos
(เลน - VERB),pos
(sunglases - ADV),pos
(หาดป่าตอง - ADJ),pos
(ทำใจ - ADJ),pos
(เครียด - ADJ),pos
(เช้า - ADV),pos
(เร่งรีบ - ADJ),pos
(กระเป๋า - VERB),pos
(รูป - ADJ),pos
(ปอม - VERB),pos
(ประกัน - VERB),pos
(สัก - ADJ),pos
(ถาง - VERB),pos
(แสง - ADV),pos
(เฒ่า - ADJ),pos
(สินค้า - VERB),pos
(ถอน - VERB),pos
(ถอด - VERB),pos
(เจ็ตสกีร่ม - ADJ),pos
(ดึง - VERB),pos
(พรุ่ง - VERB),pos
(ตรงข้าม - VERB),pos
(ปกติ - ADV),pos
(ค๊อกเทล - VERB),pos
(แน่ใจ - VERB),pos
(อนุญาต - ADV),pos
(ยินดี - ADJ),pos
(โอบกอด - VERB),pos
(ซัน - VERB),pos
(รอง - ADJ),pos
(ผ่อนคลาย - ADJ),pos
(รีสอร์ท - VERB),pos
(บริษัท ใหญ่ - VERB),pos
(ดวง - VERB),pos
(ชีวิตชีวา - ADV),pos
(เจ็ทสกีร่ม - ADV),pos
(พัฒพงษ์ - ADJ),pos
(ถ้วย - VERB),pos
(สว่าง - ADV),pos
(สีสัน - VERB),pos
(avista - ADJ),pos
(ลอน - VERB),pos
(รอง - VERB),pos
(คอย - ADJ),pos
(ติดตาม - VERB),pos
(พ้อง - VERB),pos
(คลั่งไคล้ - VERB),pos
(เจค - VERB),pos
(กะตะมาก - ADJ),pos
(อยู่แล้ว - ADJ),pos
(แล้ง - ADJ),pos
(เรียบเนียน - VERB),pos
(กล้ามเนื้อ - VERB),pos
(บาดเจ็บ - VERB),pos
(ยนต์ - VERB),pos
(แดด - ADV),pos
(แปลกใจ - ADJ),pos
(โต๊ะ - ADV),pos
(ชม - ADV),pos
(ทริป - VERB),pos
(เปรียบเทียบ - VERB),pos
(ร่มรื่น - VERB),pos
(ถึงใจ - VERB),pos
(เล่น - VERB),pos
(คุณมา - VERB),pos
(ค้า - VERB),pos
(เครื่องใช้ - VERB),pos
(braclets - ADJ),pos
(สังสรรค์ - VERB),pos
(คุณนอน - VERB),pos
(ดึง - ADJ),pos
(บาร์ฉัน - VERB),pos
(ไว้ใจ - ADV),pos
(ขาว - ADJ),pos
(ทาน - VERB),pos
(กระป๋อง - VERB),pos
(มิตร - ADV),pos
(ขับ - ADJ),pos
(อังกฤษ - ADJ),pos
(เคารพ - ADJ),pos
(ร่ม - ADJ),pos
(ครรภ์ - ADJ),pos
(ระลึก - VERB),pos
(เป็นมิตร - VERB),pos
(แรมฟรี - VERB),pos
(ร้องขอ - VERB),pos
(ถนนยอดเยี่ยม - VERB),pos
(ล้อม - ADV),pos
(สุดใจ - VERB),pos
(โชค - VERB),pos
(สมบูรณ์ - ADJ),pos
(มงาย - VERB),pos
(หายใจ - VERB),pos
(ทึ่ง - ADJ),pos
(โฉม - ADJ),pos
(แตก - VERB),pos
(โปรด - ADV),pos
(ต่อรอง - ADV),pos
(เปลือยอก - ADJ),pos
(คอนกรีต - VERB),pos
(ลับ - ADJ),pos
(บ่าย - ADJ),pos
(ร้องเรียน - VERB),pos
(บ่น - ADJ),pos
(กิจกรรม - VERB),pos
(คุณเฟอร์ - VERB),pos
(ตระเวน - VERB),pos
(ชื่อเสียง - VERB),pos
(จดจำ - ADJ),pos
(ก้า - VERB),pos
(ตรี - VERB),pos
(ยอดเยี่ยม - ADJ),pos
(อบอุ่น - ADJ),pos
(ออกกลาง - ADJ),pos
(รองเท้า - ADJ),pos
(บาร์คลับ - ADJ),pos
(เนิน - VERB),pos
(คุณวาง - VERB),pos
(ปฏิสัมพันธ์ - VERB),pos
(กาย - VERB),pos
(จังซีลอน - VERB),pos
(เจทสกีบาง - ADJ),pos
(สัก - VERB),pos
(ดี - VERB),pos
(ครึ่ง - VERB),pos
(เอเชีย - VERB),pos
(หลัก - ADJ),pos
(คัน - ADJ),pos
(ถนนริม - VERB),pos
(แฮง - ADJ),pos
(ยกเว้น - ADV),pos
(เลือก - VERB),pos
(เหยาะ - ADV),pos
(ไมล์ - VERB),pos
(เหน็บเหน็บ - ADJ),pos
(ค้า - ADV),pos
(waterspouts - ADJ),pos
(กรีด - VERB),pos
(สวย - ADJ),pos
(ดิสก์ - ADV),pos
(ริม - ADJ),pos
(ชายหาด - ADJ),pos
(ถนนบาง - VERB),pos
(mversace - ADV),pos
(คุณแพ้ - VERB),pos
(พาราร่อน - VERB),pos
(สักไอศกรีม - VERB),pos
(โต้เถียง - ADJ),pos
(ขนาน - VERB),pos
(ตก - VERB),pos
(บันเทิง - ADV),pos
(หาง - VERB),pos
(ไหร่ - ADJ),pos
(โอ้ - ADJ),pos
(เดิม - ADJ),pos
(เสมอ - ADJ),pos
(กิน - ADJ),pos
(บาร์ปิด - VERB),pos
(ฉลอง - VERB),pos
(รังเกียจ - ADJ),pos
(ชง - ADJ),pos
(ชั่วโมง - ADV),pos
(ถนนบางลา - VERB),pos
(fab - VERB),pos
(ใจร้อน - ADJ),pos
(บ่น - VERB),pos
(พาราเซล เจ็ทสกี - VERB),pos
(เลานจ์ - VERB),pos
(ปลอด - ADJ),pos
(ละเอียด - VERB),pos
(ขับ - VERB),pos
(ดื่มสุด - VERB),pos
(เค็ม - VERB),pos
(ลำพัง - VERB),pos
(ขัดขวาง - VERB),pos
(ปล้น - VERB),pos
(startbucks - VERB),pos
(บ้าคลั่ง - VERB),pos
(พาย - VERB),pos
(เหล็ก - ADJ),pos
(ลิฟต์ - ADV),pos
(ถ่ายเซลฟี่ - VERB),pos
(คุณจ่าย - VERB),pos
(คุณภาพ - VERB),pos
(ขยาย - VERB),pos
(ตอบแทน - VERB),pos
(resterants - VERB),pos
(สนุก - ADJ),pos
(ถาวร - VERB),pos
(ไฟ - ADJ),pos
(ปวดร้อน - VERB),pos
(ถ้วย - ADJ),pos
(สหราชอาณาจักรไพน์ - VERB),pos
(พักผ่อน - ADV),pos
(พาราเซล - ADJ),pos
(ร่อน - VERB),pos
(คุณพา - VERB),pos
(เลว - ADV),pos
(ตรงข้าม - ADJ),pos
(กระดาน - VERB),pos
(ระลึก - ADJ),pos
(สะอาด - ADV),pos
(เหลือเฟือ - VERB),pos
(ชวน - VERB),pos
(ตะเกียง - VERB),pos
(เต้นรำ - VERB),pos
(ค็อกเทลเย็น - ADJ),pos
(sometingpatong - VERB),pos
(tok - ADJ),pos
(ถ้ำ - VERB),pos
(ตื่นเต้น - ADV),pos
(ใจดี - VERB),pos
(ควบคู่ - VERB),pos
(แฮร์ - ADV),pos
(กวาดทราย - VERB),pos
(คลุม - VERB),pos
(ก้าวร้าว - VERB),pos
(หนัก - ADJ),pos
(เคารพนับถือ - VERB),pos
(หา - ADJ),pos
(คุณหมายเหตุ - VERB),pos
(กีตาร์ - VERB),pos
(phuketmany - VERB),pos
(คืน - VERB),pos
(ไส้ - VERB),pos
(แรมบาร์คาเฟ่ - VERB),pos
(jetski - VERB),pos
(จำสึนามิ - VERB),pos
(แน่ใจ - ADV),pos
(ไฮซีซั่น - ADV),pos
(เดิน - VERB),pos
(เกลื่อน - ADV),pos
(ดุร้าย - VERB),pos
(แหล่ง - ADV),pos
(กาง - VERB),pos
(ซ้าย - ADJ),pos
(รองรับ - VERB),pos
(คึกคัก - VERB),pos
(ใบเจ็ทสกีการ - VERB),pos
(คู่ - ADV),pos
(หนาวเย็น - ADJ),pos
(เดิมแผง - ADV),pos
(เก๋ - VERB),pos
(งบ - VERB),pos
(ไม้ - VERB),pos
(ยุ่งยาก - ADV),pos
(เยี่ยมชมภูเก็ต - VERB),pos
(กลาง - ADJ),pos
(เย็น - ADJ),pos
(คลื่น - VERB),pos
(อัศจรรย์ - VERB),pos
(อบอุ่น - ADV),pos
(คาร์โก้ - VERB),pos
(ถนนช้อปปิ้ง - VERB),pos
(แท็กซี่ - ADJ),pos
(แตกต่าง - ADJ),pos
(เจ็ทสกีร่ม - VERB),pos
(ประดับ - VERB),pos
(รัก - VERB),pos
(โลกาภิวัตน์ - ADJ),pos
(เก้าอี้ - VERB),pos
(เช่า - VERB),pos
(ตุ๊กตุ๊ก - ADJ),pos
(ประหยัด - VERB),pos
(สอบถาม - VERB),pos
(ช็อปปิ้ง - VERB),pos
(คุณเยี่ยมชม - VERB),pos
(กุ้งปรุง - VERB),pos
(สินค้า - ADV),pos
(อดเยี่ยม - ADJ),pos
(ดิ่ง - ADV),pos
(กล้วยหอม - VERB),pos
(ชอบผจญ - VERB),pos
(สนับสนุน - VERB),pos
(ถนนภรรยา - VERB),pos
(แปลก - ADJ),pos
(ปืน - VERB),pos
(ส้ม - VERB),pos
(ทัศนวิสัย - VERB),pos
(ดำเนิน - VERB),pos
(คลาย - VERB),pos
(บรรยากาศ - VERB),pos
(เกลียด - VERB),pos
(hah - ADJ),pos
(แบ่งปัน - ADV),pos
(กรุงเทพฯ - ADV),pos
(ตุ๊กตุ๊กช่าง - ADJ),pos
(เสื้อ - ADJ),pos
(เพลิดเพลิน - ADV),pos
(สนใจ - ADJ),pos
(ล้าง - VERB),pos
(มหัศจรรย์ - VERB),pos
(ดื่มเนื้อเยื่อ - VERB),pos
(ระเบิด - VERB),pos
(หลวง - ADJ),pos
(หาบเร่ - ADJ),pos
(โนโวเทลวิน - VERB),pos
(น้ำยา - VERB),pos
(กลับไป - VERB),pos
(มรสุม - ADJ),pos
(เดินหาดบาง - VERB),pos
(เลื่อน - ADJ),pos
(กลม - VERB),pos
(บ้าจัง - ADJ),pos
(เหยียบบาง - VERB),pos
(พักผ่อน - ADJ),pos
(อุ่นใส - VERB),pos
(บริการนวด - VERB),pos
(แผง - ADV),pos
(ผ่อนคลาย - VERB),pos
(คุณเล่ห์ - VERB),pos
(น้ำมัน - VERB),pos
(โปรด - ADJ),pos
(วิว - VERB),pos
(อาเรย์ - VERB),pos
(อาหารแดง - ADJ),pos
(ปากีสถาน - VERB),pos
(ค้างคืน - VERB),pos
(หด - VERB),pos
(คึกคัก - ADV),pos
(เยี่ยมชม - ADJ),pos
(ง่ายดาย - VERB),pos
(ปลาบิน - VERB),pos
(ปล - VERB),pos
(ถนน - VERB),pos
(ใส - VERB),pos
(พลัง - ADJ),pos
(ตองเมอร์ลิน - VERB),pos
(ธง - ADJ),pos
(คาเฟ่สถาน - ADV),pos
(สัน - VERB),pos
(กล้วยเจ็ทสกี - VERB),pos
(เตียง - ADJ),pos
(ชำระ - VERB),pos
(ยอด - ADV),pos
(จำหน่าย - VERB),pos
(มหาศาล - ADJ),pos
(ลิ่งเจ็ทสกี - VERB),pos
(คับคั่ง - VERB),pos
(โต้ตอบ - ADJ),pos
(ร่มร่อน - VERB),pos
(นุ่มนวล - VERB),pos
(สักเฮนน่า - VERB),pos
(สกีน้ำเจ็ตส์คิง - VERB),pos
(คู่เว้น - VERB),pos
(เปราะ - VERB),pos
(เกลื่อน - VERB),pos
(อร่อย - VERB),pos
(สาป - VERB),pos
(อาบ - ADJ),pos
(ดัก - VERB),pos
(กิน - VERB),pos
(อืม - ADJ),pos
(เด่น - VERB),pos
(เฉลิมฉลอง - VERB),pos
(ปลอด - ADV),pos
(ร่มปิด - VERB),pos
(แต่ใจ - VERB),pos
(ชายหาด - ADV),pos
(กล้วยร่ม - VERB),pos
(ผ่อนคลาย - ADV),pos
(สมอ - ADJ),pos
(หนาแน่น - ADJ),pos
(เฟื่องฟู - VERB),pos
(อย่า - VERB),pos
(เอกลักษณ์ - VERB),pos
(เลวร้าย - ADJ),pos
(รุ่น - ADJ),pos
(ตุ๊กตุ๊กรถ - VERB),pos
(ต่อรอง - VERB),pos
(ผลไม้ - VERB),pos
(งั้น - ADJ),pos
(เที่ยว - VERB),pos
(บาร์สระ - VERB),pos
(แพง - VERB),pos
(จัดสรร - VERB),pos
(อัปยศ - VERB),pos
(เยี่ยม - ADV),pos
(น้าวใจ - VERB),pos
(คลับเปลื้อง - VERB),pos
(พ่อค้า - VERB),pos
(กระโดด - VERB),pos
(สปา - VERB),pos
(พัทยา - VERB),pos
(ถ่าย - ADV),pos
(Bourbon - VERB),pos
(อะดรีนาลีน - ADJ),pos
(ใกล้เคียง - ADJ),pos
(แต่ง - VERB),pos
(เสื่อ - VERB),pos
(น้ำมัก - ADJ),pos
(ท้อง - VERB),pos
(ดึงดูดใจ - VERB),pos
(ช้อปปิ้ง - ADJ),pos
(ใจดี - ADJ),pos
(แสน - ADV),pos
(ร้อย - ADV),pos
(รัก - ADJ),pos
(ร้าน - VERB),pos
(คุณหาย - VERB),pos
(ตรงข้าม - ADV),pos
(ยืม - VERB),pos
(ว่ายน้ำ จำกัด - VERB),pos
(ทัศนศึกษา - VERB),pos
(ถ - VERB),pos
(นน - VERB),pos
(งี่ - VERB),pos
(ฟัง - VERB),pos
(คุณรัก - VERB),pos
(สมเหตุสมผล - ADJ),pos
(ชื่อเสียง - ADV),pos
(ลักษณะ - VERB),pos
(อบ - VERB),pos
(เช่า - ADJ),pos
(แล่น - VERB),pos
(เรียนรู้ - VERB),pos
(อาบ - VERB),pos
(ค็อกเทล - VERB),pos
(คลั่ง - VERB),pos
(คุณกวาด - VERB),pos
(เกลียด - ADJ),pos
(แลกเปลี่ยน - ADJ),pos
(สถานที่ - ADV),pos
(เตียง - ADV),pos
(ไอศกรีม - ADV),pos
(สุภาพมาก - ADV),pos
(ตระหนี่ - VERB),pos
(คุณฟรี - VERB),pos
(ขาย - VERB),pos
(เรียบร้อย - ADJ),pos
(มากร้าน - ADV),pos
(คุณฟิต - VERB),pos
(ท้าย - ADJ),pos
(ราเซล - VERB),pos
(แพง - ADV),pos
(สะอาด - VERB),pos
(อุดมสมบูรณ์ - ADJ),pos
(บาร์บีคิว - VERB),pos
(โต้คลื่น - VERB),pos
(คอนเสิร์ต - ADJ),pos
(คลับ - VERB),pos
(ป่าตอง - VERB),pos
(ปลดปล่อย - VERB),pos
(eurothai - VERB),pos
(จังซีลอน - ADJ),pos
(คุณพวก - VERB),pos
(เสริม - VERB),pos
(ไนท์ - ADV),pos
(เช้าตรู่ - VERB),pos
(คร่ำครวญ - VERB),pos
(ร่มเพื่อ - VERB),pos
(พลุกพล่าน - VERB),pos
(someones - VERB),pos
(รอย - VERB),pos
(คุณโชค - VERB),pos
(กาแฟ - VERB),pos
(ปลอด - VERB),pos
(ปั่น - VERB),pos
(นิยม - VERB),pos
(ลึก - ADV),pos
(หัน - VERB),pos
(ยอดเยี่ยม - VERB),pos
(เคลือบ - VERB),pos
(ยากล - ADV),pos
(ดูแลรักษา - VERB),pos
(กี่ - ADJ),pos
(ยุ่ง - ADV),pos
(ชม - ADJ),pos
(เค็ม - ADJ),pos
(สากล - ADJ),pos
(จมูก - VERB),pos
(เบียร์ - ADV),pos
(คลับสูบ - VERB),pos
(ที่นั่น - ADV),pos
(r - VERB),pos
(พลุกพล่าน - ADJ),pos
(นุ่ง - VERB),pos
(แซนด์วิช - ADV),pos
(คาเฟ่ริม - VERB),pos
(สาหร่าย - ADV),pos
(ประเทศเยอรมนี - VERB),pos
(ด่ำ - VERB),pos
(Intimal - ADJ),pos
(ล้อม - VERB),pos
(คาดหมาย - ADJ),pos
(เต้น - VERB),pos
(กะ - VERB),pos
(คาถา - VERB),pos
(บานาน่า - VERB),pos
(เจ็ด - ADV),pos
(เหลือง - ADJ),pos
(คุ้มกัน - VERB),pos
(บรรดา - ADJ),pos
(สวม - VERB),pos
(โคม - ADJ),pos
(สุจริต - ADJ),pos
(ตุ๊กตุ๊กควร - VERB),pos
(ถนนอาหาร - VERB),pos
(เก่ง - VERB),pos
(ซื้อ - VERB),pos
(เยี่ยมชม - VERB),pos
(เช็ค - VERB),pos
(ไน - ADV),pos
(คุณเจ็ท - VERB),pos
(บวม - ADV),pos
(กะตะสมบูรณ์แบบ - VERB),pos
(เต็ม - VERB),pos
(เหมาะสม - ADJ),pos
(คาเฟ่ร้าน - VERB),pos
(เจ็ตสกีพารา - VERB),pos
(นั่ง - ADV),pos
(บาหลี - VERB),pos
(inforce - VERB),pos
(ยำยำ - VERB),pos
(ผวน - VERB),pos
(ถนนเกวียน - VERB),pos
(เบื่อหน่าย - ADJ),pos
(id - VERB),pos
(สนุก - VERB),pos
(ทุกสิ่งทุกอย่าง - VERB),pos
(เจ๋ง - ADJ),pos
(จอง - VERB),pos
(ช้อปปิ้ง - VERB),pos
(หยุดนิ่ง - ADV),pos
(คุณกลัว - ADJ),pos
(มากลอย - ADJ),pos
(แฮง - VERB),pos
(หมึก - VERB),pos
(ป่าไม้ - VERB),pos
(สามัญสำนึก - ADV),pos
(d - VERB),pos
(ลาดเทรอ - ADV),pos
(หาดแออัด - VERB),pos
(ล่อง - VERB),pos
(jetski - ADJ),pos
(ง่ายดาย - ADJ),pos
(สนุก - ADV),pos
(ใบเจ็ทสกีนวด - VERB),pos
(แข็ง - VERB),pos
(สึนามิกระทบ - VERB),pos
(ขุ่น - VERB),pos
(กลั่นแกล้ง - VERB),pos
(ดีใจ - VERB),pos
(แช่ - VERB),pos
(คุณเปรียบเทียบ - VERB),pos
(lookie - VERB),pos
(บานา - VERB),pos
(แพน - ADV),pos
(เต็นท์ - VERB),pos
(เสมอ - ADV),pos
(garbeges - VERB),pos
(ยาวทอด - VERB),pos
(คริสต์มาส - VERB),pos
(ดำ - VERB),pos
(ระวัง - VERB),pos
(โรงเรียนโต้คลื่น - ADJ),pos
(หลับ - VERB),pos
(กระท่อ - VERB),pos
(สวยงาม - ADJ),pos
(ท่วม - VERB),pos
(ผิว - VERB),pos
(ราง - VERB),pos
(ไม่ จำกัด - VERB),pos
(โผ - ADJ),pos
(พูดคุย - ADJ),pos
(ดื่ม - ADV),pos
(ครั้งแล้ว - VERB),pos
(วิ่งข้าม - VERB),pos
